batch_id	batch_name	cond	cell_nm	f_no_digestion	mean_f_fend_dup	max_chrom_cov_abber	f_trans	trans_align	total_contacts	cis_ab_comp	trans_ab_comp	passed_qc	mean_insu	ord	group	f_mitotic_band	f_near_band	far_mu	repli_score
5	1CDS1_3046	1CDS1	1CDS1_717	0.272070324	0.047119164	0.223604188	0.067774021	0.160359006	426181	0.109386956	0.035898095	1	2.273990229	524	late-S/G2	0.097405572	0.77226376	30115699	1.3413751
5	1CDS1_3046	1CDS1	1CDS1_718	0.248527487	0.013554632	0.125500431	0.082488555	0.250101391	12232	0.200558534	0.075376385	0	NA	NA	NA	NA	NA	NA	NA
5	1CDS1_3046	1CDS1	1CDS1_721	0.320090806	0.014601694	2.502776142	0.038505096	0.238435595	883	0.197924966	Inf	0	NA	NA	NA	NA	NA	NA	NA
5	1CDS1_3046	1CDS1	1CDS1_722	0.255368554	0.044040759	0.457528965	0.095529283	0.24045955	481444	0.122104453	0.042956034	1	2.44121242	287	early-S	0.1273975	0.701573383	24795398.89	1.173416396
5	1CDS1_3046	1CDS1	1CDS1_723	0.335206228	0.01437338	0.129130852	0.079266953	0.195268696	31867	0.092008694	-0.007167572	1	2.057368809	532	late-S/G2	0.096048376	0.780832513	24395636.67	1.326564522
5	1CDS1_3046	1CDS1	1CDS1_724	0.296426229	0.053008914	0.095535905	0.069123244	0.302824288	558582	0.092116698	0.001966093	1	2.246836611	447	early-S	0.090976661	0.758600394	28590682.32	1.26278001
5	1CDS1_3046	1CDS1	1CDS1_725	0.103483944	0.003642458	0.193768911	0.070253759	0.183966891	21280	0.154303869	-0.019219233	1	2.086689524	655	late-S/G2	0.089440994	0.820168067	22319660.66	1.279807323
5	1CDS1_3046	1CDS1	1CDS1_726	0.242297606	0.11514025	0.4001574	0.085487161	0.24754558	1231798	0.160625348	0.0166964	0	NA	NA	NA	NA	NA	NA	NA
5	1CDS1_3046	1CDS1	1CDS1_727	0.278417908	0.032632156	0.263070013	0.071334038	0.326998673	254633	0.163475293	0.042331587	1	2.465801414	513	early-S	0.100784079	0.778782116	22032779.9	1.312222496
5	1CDS1_3046	1CDS1	1CDS1_728	0.312873179	0.018088221	0.58409349	0.068457177	0.289599877	16755	0.192500229	0.016210916	0	NA	NA	NA	NA	NA	NA	NA
5	1CDS1_3046	1CDS1	1CDS1_731	0.334982423	0.021477008	0.577907905	0.053349001	0.387096379	93610	0.171238808	0.059919601	1	2.274440949	436	early-S	0.109480006	0.752847815	23051190.64	1.264099666
5	1CDS1_3046	1CDS1	1CDS1_732	0.256460548	0.053812879	0.483493509	0.068128063	0.254491828	500160	0.129323544	0.03712776	1	2.054482697	492	early-S	0.111860205	0.739664268	29089743.72	1.368757355
5	1CDS1_3046	1CDS1	1CDS1_733	0.363422007	0.019538959	0.478471686	0.058294068	0.300946199	16554	0.105271081	0.01105218	0	NA	NA	NA	NA	NA	NA	NA
5	1CDS1_3046	1CDS1	1CDS1_734	0.301412658	0.047978447	0.090081957	0.088594807	0.394274364	496914	0.098261624	0.020014446	1	2.205048629	450	early-S	0.103193853	0.764869387	24722247.49	1.25928265
5	1CDS1_3046	1CDS1	1CDS1_735	0.255795916	0.025727166	0.614606757	0.071714057	0.369859521	166383	0.177546459	0.09034792	1	2.462365136	300	early-S	0.130519426	0.675648238	23189942.74	1.242985444
5	1CDS1_3046	1CDS1	1CDS1_736	0.328585545	0.041097232	0.308871881	0.062115335	0.416040307	319919	0.194196419	0.023350616	1	2.17871667	581	late-S/G2	0.086073409	0.806469673	22775635.65	1.372055984
5	1CDS1_3046	1CDS1	1CDS1_737	0.245030215	0.026989748	0.095465669	0.084397473	0.26073976	318018	0.126251582	0.015491503	1	2.443166055	199	early-S	0.13646186	0.664868968	26448589.33	1.093078676
5	1CDS1_3046	1CDS1	1CDS1_738	0.218829517	0.009080591	0.499676606	0.066343042	0.272055694	4326	0.206407123	0.185716057	0	NA	NA	NA	NA	NA	NA	NA
6	1CDS2_2812	1CDS2	1CDS2_1	0.280086954	0.022310341	0.553127472	0.07049175	0.290135317	91570	0.100447173	0.03815918	1	2.427288832	76	G1	0.16606091	0.554497222	22389588.65	1.04436506
6	1CDS2_2812	1CDS2	1CDS2_2	0.359185594	0.046463933	0.080992079	0.06206177	0.311710244	184976	0.195758265	0.037655509	1	2.094449463	649	late-S/G2	0.091247855	0.804302525	25569570.18	1.135592789
6	1CDS2_2812	1CDS2	1CDS2_3	0.270588883	0.023567053	0.09631689	0.071342151	0.273677086	145468	0.149050489	0.02959171	1	2.112553151	642	late-S/G2	0.10706992	0.794579997	22049577.97	1.049841496
6	1CDS2_2812	1CDS2	1CDS2_4	0.273432959	0.038799129	0.134499256	0.072651521	0.284263006	160092	0.171374128	-0.005522083	1	2.145380238	550	late-S/G2	0.106353184	0.786200373	21177579.43	1.27000506
6	1CDS2_2812	1CDS2	1CDS2_5	0.270194632	0.06132531	0.29740737	0.083902734	0.27297754	331050	0.139526205	0.060238934	1	2.497877725	218	early-S	0.135442492	0.687309632	23832031.2	1.086165053
6	1CDS2_2812	1CDS2	1CDS2_6	0.300631889	0.046087223	0.408068072	0.065719435	0.328455254	213605	0.0896671	0.008214752	1	2.34024966	78	G1	0.163460455	0.496073643	26428367.86	1.031301117
6	1CDS2_2812	1CDS2	1CDS2_7	0.267560297	0.029997277	0.870014503	0.114151276	0.116361857	198710	0.087152435	0.01037907	1	2.234643798	122	G1	0.153149778	0.5557097	29225344.11	1.075075722
6	1CDS2_2812	1CDS2	1CDS2_8	0.276622402	0.049129693	0.33827149	0.088256561	0.212870693	149360	0.200026724	0.032377322	1	2.154215343	515	early-S	0.103774233	0.759669154	25706847.28	1.36971396
6	1CDS2_2812	1CDS2	1CDS2_9	0.318317257	0.045654354	0.409885142	0.087086882	0.323214099	249141	0.107233906	0.057742167	1	2.501776645	212	early-S	0.135117245	0.680564371	24351695.5	1.092952284
6	1CDS2_2812	1CDS2	1CDS2_10	0.241517877	0.048086401	0.468034107	0.105102705	0.224816536	337858	0.162436705	0.049606843	1	2.108291364	599	late-S/G2	0.087664989	0.807894154	26957085.49	1.315690983
6	1CDS2_2812	1CDS2	1CDS2_11	0.290219644	0.05231339	0.34998032	0.062729023	0.277831333	305918	0.113684654	0.018836201	1	2.260146742	23	G1	0.239977007	0.452211154	17329470.98	1.026179397
6	1CDS2_2812	1CDS2	1CDS2_12	0.277251306	0.037920607	0.127590652	0.087646809	-0.00048491	235000	0.138913658	0.052271162	1	2.168360217	245	early-S	0.127109181	0.730999646	22989040.75	1.032929833
7	1CDS2_2947	1CDS2	1CDS2_21	0.377837295	0.00778763	0.673852566	0.069865489	0.329476338	14943	0.168621438	0.12098211	0	NA	NA	NA	NA	NA	NA	NA
7	1CDS2_2947	1CDS2	1CDS2_22	0.317162706	0.036720279	0.350451864	0.042736119	0.362093342	413023	0.081681317	0.014190912	1	2.282427599	31	G1	0.231171766	0.460248408	18291403.44	1.008089413
7	1CDS2_2947	1CDS2	1CDS2_23	0.309421407	0.048246335	0.457170841	0.089332676	0.326860654	514862	0.152565583	0.069221231	1	2.262053095	531	late-S/G2	0.095443466	0.776885181	24063021.13	1.290026018
7	1CDS2_2947	1CDS2	1CDS2_24	0.323772414	0.039956866	0.823213835	0.037462398	0.24625757	465400	0.076175947	0.038564011	1	2.32159369	63	G1	0.193090508	0.405196408	29562455.46	1.025664696
7	1CDS2_2947	1CDS2	1CDS2_25	0.292087566	0.037646283	0.412127824	0.069356455	0.285728559	429030	0.117290729	0.035421494	1	2.10867418	804	late-S/G2	0.073793982	0.844247532	24235607.26	1.092725453
7	1CDS2_2947	1CDS2	1CDS2_26	0.319803718	0.037637992	0.530611518	0.019063364	0.275855359	414355	0.165333096	0.048137473	1	1.845627905	857	pre-M	0.282551938	0.679544356	12311313.88	1.009227559
7	1CDS2_2947	1CDS2	1CDS2_27	0.297204827	0.048107738	0.126256628	0.036188908	0.053563743	558790	0.169715918	0.083469837	1	2.264077523	235	early-S	0.14434489	0.729677505	23495821.96	1.022268512
7	1CDS2_2947	1CDS2	1CDS2_28	0.333290808	0.005740764	0.430308063	0.084730634	0.283126797	15685	0.082743054	0.161180943	0	NA	NA	NA	NA	NA	NA	NA
7	1CDS2_2947	1CDS2	1CDS2_31	0.357323782	0.008350781	0.379195889	0.061927468	0.274002811	50543	0.072087483	0.000802752	1	1.963454143	646	late-S/G2	0.093450837	0.807282813	21993125.53	1.169342544
7	1CDS2_2947	1CDS2	1CDS2_32	0.243405537	0.046040607	0.539891505	0.050200679	0.277518809	531945	0.116313234	0.084102294	1	2.106569036	741	late-S/G2	0.093255218	0.817622288	21790241.61	1.02727356
7	1CDS2_2947	1CDS2	1CDS2_33	0.318296974	0.035094102	0.570116694	0.058520732	0.368356545	399995	0.177968982	0.047413498	1	1.99831598	718	late-S/G2	0.097264841	0.813700812	20589417.45	1.02465804
7	1CDS2_2947	1CDS2	1CDS2_34	0.299271691	0.047620392	0.564713287	0.079232628	0.187021971	505726	0.118802412	0.040760001	1	2.179652627	390	early-S	0.10562631	0.731158329	26067120.42	1.270267882
7	1CDS2_2947	1CDS2	1CDS2_35	0.325145996	0.030125649	1.123794536	0.049542214	0.178020495	323623	0.139909477	0.021304271	0	NA	NA	NA	NA	NA	NA	NA
7	1CDS2_2947	1CDS2	1CDS2_36	0.309074453	0.026121122	0.400418363	0.060479931	0.435207276	276290	0.084109724	0.003515896	1	2.120937207	686	late-S/G2	0.075394543	0.827772044	23726432.39	1.252370765
7	1CDS2_2947	1CDS2	1CDS2_37	0.302408749	0.042750802	0.149882715	0.025202171	0.250215451	487458	0.144793028	0.011049717	1	1.923052574	851	pre-M	0.183327517	0.75992377	15930497.88	1.009351265
7	1CDS2_2947	1CDS2	1CDS2_38	0.367307998	0.005775626	0.456115451	0.055083062	0.395485547	12581	0.248652721	0.17605334	0	NA	NA	NA	NA	NA	NA	NA
7	1CDS2_2947	1CDS2	1CDS2_41	0.32550886	0.034687818	0.15342242	0.044385545	0.36982258	389744	0.156258	0.09579164	1	2.174107858	779	late-S/G2	0.087179262	0.827977617	20484840.9	1.011682125
7	1CDS2_2947	1CDS2	1CDS2_42	0.298715606	0.04254827	0.452894432	0.031442556	0.301735068	476647	0.170161805	-0.012800358	1	2.049234004	848	pre-M	0.127601267	0.809347381	17346427.4	1.028590186
7	1CDS2_2947	1CDS2	1CDS2_43	0.311054512	0.042837399	0.15667304	0.054482268	0.301306277	501833	0.100360836	0.028136435	1	2.160727833	766	late-S/G2	0.094857133	0.821536544	20279376.04	1.00268118
7	1CDS2_2947	1CDS2	1CDS2_44	0.307087022	0.039878877	0.31775301	0.074280372	0.167679037	463191	0.079794755	0.004102954	1	2.543019042	184	early-S	0.127315785	0.66332482	27286747.71	1.075322614
7	1CDS2_2947	1CDS2	1CDS2_45	0.304039608	0.031298989	0.406614231	0.071207886	0.432556132	346647	0.138850924	0.037825935	1	2.079340337	577	late-S/G2	0.105501295	0.795849846	19590618.5	1.272786549
7	1CDS2_2947	1CDS2	1CDS2_46	0.326284249	0.024762504	0.242993443	0.071718019	0.404718888	255166	0.085532505	0.022465958	1	2.148905869	652	late-S/G2	0.077478525	0.81087151	24382736.7	1.197071532
7	1CDS2_2947	1CDS2	1CDS2_47	0.316350253	0.031945255	0.346731755	0.078335451	0.389393129	377760	0.127158527	0.010379221	1	2.481511577	157	early-S	0.136196718	0.648195277	23552067.14	1.00823881
7	1CDS2_2947	1CDS2	1CDS2_48	0.367770001	0.018897381	0.409026766	0.072215712	0.226726495	164700	0.073498016	0.040762145	1	1.991336364	473	early-S	0.101480855	0.763579282	27009595.82	1.294296512
7	1CDS2_2947	1CDS2	1CDS2_51	0.312766146	0.036112429	0.533849429	0.036559606	0.351368621	406184	0.073490895	0.015127958	1	2.35064618	55	G1	0.180957204	0.462860064	24188224.47	1.015974778
7	1CDS2_2947	1CDS2	1CDS2_52	0.249640098	0.046057529	0.131923966	0.057189727	0.296939089	530952	0.093578905	0.015053707	1	2.145549816	768	late-S/G2	0.08952019	0.824767876	20846594.78	1.024032694
7	1CDS2_2947	1CDS2	1CDS2_53	0.28229302	0.040777099	0.372446391	0.071859872	0.344042381	481103	0.093599429	0.04484647	1	2.61547029	159	early-S	0.136064837	0.648607858	22768876.66	1.017276338
7	1CDS2_2947	1CDS2	1CDS2_54	0.305934112	0.029288038	0.10659319	0.072918198	0.172705824	333208	0.082525105	0.020999988	1	1.927861046	707	late-S/G2	0.080169731	0.831614019	24007280.81	1.22556939
7	1CDS2_2947	1CDS2	1CDS2_55	0.294709669	0.046726976	0.725597947	0.081382892	0.153239335	497536	0.191173763	0.020066776	1	2.229736013	647	late-S/G2	0.080198616	0.813220294	29636699.2	1.226927026
7	1CDS2_2947	1CDS2	1CDS2_56	0.315330674	0.038127306	0.278901979	0.042231035	0.326602234	434704	0.248194354	0.000448251	1	2.150496187	836	late-S/G2	0.07779927	0.854780316	19619688.44	1.01906685
7	1CDS2_2947	1CDS2	1CDS2_57	0.313800621	0.039047036	0.347438894	0.037581257	0.362448916	457806	0.100575324	0.028049096	1	2.131892607	14	G1	0.258322204	0.415442438	16990690.12	1.018625046
7	1CDS2_2947	1CDS2	1CDS2_58	0.287074301	0.008227294	0.35811556	0.078328404	0.172491367	36181	0.124380679	-0.001490518	1	2.33076917	186	early-S	0.135094656	0.663970764	36156270.36	1.076582591
7	1CDS2_2947	1CDS2	1CDS2_61	0.297741498	0.026133597	0.115408286	0.071212908	0.421126269	283179	0.15167706	0.000240806	1	2.23015274	463	early-S	0.102719422	0.768592041	22036292.83	1.269708909
7	1CDS2_2947	1CDS2	1CDS2_62	0.314929854	0.034975515	0.103960363	0.052593367	0.341611577	393928	0.149745085	0.047645575	1	2.077713547	706	late-S/G2	0.077214224	0.825580544	23990257.29	1.168804443
7	1CDS2_2947	1CDS2	1CDS2_63	0.315395135	0.03561134	0.342133269	0.058680946	0.109340527	414205	0.117784559	0.054279451	1	2.359115613	130	G1	0.147694144	0.599310389	27350540.24	1.048755191
7	1CDS2_2947	1CDS2	1CDS2_64	0.325624882	0.031668259	0.158042451	0.04732976	0.391745125	345512	0.15288034	0.020354963	1	2.123747297	734	late-S/G2	0.084540274	0.82948406	23732989.33	1.160030463
7	1CDS2_2947	1CDS2	1CDS2_65	0.299346191	0.035696935	0.294517433	0.05033079	0.248427461	409928	0.087410452	0.027563557	1	2.370886343	80	G1	0.163763244	0.511335852	25588491.18	1.024837359
7	1CDS2_2947	1CDS2	1CDS2_66	0.368391969	0.004385987	0.443124078	0.081568772	0.400994497	5431	0.328637552	0.076076681	0	NA	NA	NA	NA	NA	NA	NA
7	1CDS2_2947	1CDS2	1CDS2_67	0.32570614	0.046661926	0.364402332	0.077669303	0.271837763	517991	0.119287019	0.030791922	1	2.260233081	431	early-S	0.101279923	0.776735134	24948655.14	1.206671724
7	1CDS2_2947	1CDS2	1CDS2_68	0.420439265	0.005306344	0.448668579	0.076164875	0.36947281	4464	0.202383385	0.070771767	0	NA	NA	NA	NA	NA	NA	NA
7	1CDS2_2947	1CDS2	1CDS2_71	0.300098957	0.026522757	1.310540209	0.110584434	0.289081291	320669	0.119763333	0.085429325	0	NA	NA	NA	NA	NA	NA	NA
7	1CDS2_2947	1CDS2	1CDS2_72	0.287095704	0.039348357	0.665983788	0.028826708	0.305953765	440078	0.101609654	-0.004871485	1	1.773442607	5	post-M	0.382321901	0.385856446	13405224.31	1.017611767
7	1CDS2_2947	1CDS2	1CDS2_73	0.326949931	0.03295453	0.135163869	0.047756989	0.283396634	378353	0.242600303	0.061045977	1	2.113848685	837	late-S/G2	0.066393754	0.860282086	22516405.71	1.037277274
7	1CDS2_2947	1CDS2	1CDS2_74	0.317277088	0.06249884	0.286858792	0.069582992	0.328768344	681977	0.129279556	0.070679299	1	2.101684488	672	late-S/G2	0.084003087	0.814205013	24014246.17	1.170348339
7	1CDS2_2947	1CDS2	1CDS2_75	0.334586168	0.036743858	0.308275922	0.06498007	0.16486745	403416	0.081809865	0.027578028	1	2.473405044	190	early-S	0.131505475	0.646588091	28580808	1.117514793
7	1CDS2_2947	1CDS2	1CDS2_76	0.313578965	0.029550218	0.456534311	0.101161491	0.20525347	337411	0.141664601	0.029123012	1	2.522118693	204	early-S	0.142435549	0.680270101	28433869.4	1.074468914
7	1CDS2_2947	1CDS2	1CDS2_77	0.315034554	0.039589255	0.125749241	0.054061896	0.316489682	458382	0.133090843	0.00998137	1	2.138348286	793	late-S/G2	0.091470964	0.833289853	20759582.8	1.024872479
7	1CDS2_2947	1CDS2	1CDS2_78	0.323332757	0.016600486	1.001366383	0.036857845	0.186698901	150470	0.190969166	0.011619514	0	NA	NA	NA	NA	NA	NA	NA
7	1CDS2_2947	1CDS2	1CDS2_81	0.261243186	0.028410248	0.108211204	0.092451444	0.354738757	324062	0.156893007	0.037076162	1	1.979322707	552	late-S/G2	0.102737325	0.78193096	22261199.33	1.226502638
7	1CDS2_2947	1CDS2	1CDS2_82	0.302941488	0.039832478	0.453154997	0.057931525	0.349071865	463530	0.180590944	0.038815791	1	2.13131766	799	late-S/G2	0.080233824	0.839179675	19688700.56	1.056200101
7	1CDS2_2947	1CDS2	1CDS2_83	0.251238785	0.043015787	0.580374106	0.07441663	0.377597972	497026	0.142419573	0.057130541	1	1.937666857	618	late-S/G2	0.100741301	0.790184125	22496059.61	1.08607846
7	1CDS2_2947	1CDS2	1CDS2_84	0.325740663	0.034911841	0.293286929	0.054057676	0.388202739	410358	0.159495654	0.019472332	1	2.156290505	821	late-S/G2	0.080081627	0.845626542	20643454.53	1.017797193
7	1CDS2_2947	1CDS2	1CDS2_85	0.312347655	0.037115443	0.382619812	0.098059581	0.262610682	440008	0.125588014	0.008406376	1	2.52269553	263	early-S	0.111506801	0.721848646	26014244.04	1.085231984
7	1CDS2_2947	1CDS2	1CDS2_86	0.308833709	0.031872787	0.352108358	0.041477581	0.286776355	368440	0.063211098	0.010218022	1	2.015098816	11	G1	0.24608022	0.33184535	22064909.18	1.037182816
7	1CDS2_2947	1CDS2	1CDS2_87	0.280072739	0.035122391	0.293330032	0.062128848	0.437678704	393875	0.130261346	0.061099289	1	2.248704695	555	late-S/G2	0.092002443	0.784499622	23879749.22	1.246115449
7	1CDS2_2947	1CDS2	1CDS2_88	0.356297112	0.017918412	0.667033682	0.094425287	0.13641603	179507	0.086011266	0.018447925	1	2.401893129	158	early-S	0.14219833	0.64601236	33558551.31	1.019447591
7	1CDS2_2947	1CDS2	1CDS2_91	0.332486035	0.023591541	0.394392074	0.054049182	0.210472667	255175	0.104291307	0.099110712	1	2.464502964	147	G1	0.129680405	0.63877052	28527915.91	1.022476881
7	1CDS2_2947	1CDS2	1CDS2_92	0.296923932	0.045711771	0.465036611	0.076869185	0.106974302	515277	0.102267137	0.033348704	1	2.501703597	266	early-S	0.125446101	0.704478143	29649223.81	1.12861917
7	1CDS2_2947	1CDS2	1CDS2_93	0.334257905	0.039229755	0.144939138	0.036409739	0.29022301	455509	0.163528964	0.068962879	1	2.153541901	840	late-S/G2	0.073748956	0.860514344	21165650.58	1.01187242
7	1CDS2_2947	1CDS2	1CDS2_94	0.33329371	0.025924064	0.982571572	0.0590693	0.112300752	277876	0.097246622	0.014277986	1	2.133847624	755	late-S/G2	0.055963022	0.843397802	30876119.76	1.236124693
7	1CDS2_2947	1CDS2	1CDS2_95	0.336052047	0.03460556	0.2551816	0.06345388	0.349269192	399487	0.174438289	0.0465946	1	2.189720241	731	late-S/G2	0.085911659	0.818519482	23063581.93	1.054443341
7	1CDS2_2947	1CDS2	1CDS2_96	0.317962905	0.029199256	0.125067696	0.061459093	0.405836639	316731	0.177855238	0.069460078	1	2.090428146	637	late-S/G2	0.094672346	0.814228363	21886414.46	1.266479892
7	1CDS2_2947	1CDS2	1CDS2_97	0.318502242	0.036483311	0.136004527	0.059681297	0.29497926	424220	0.086355547	0.050997945	1	2.108275284	664	late-S/G2	0.106668905	0.799453967	21583676.15	1.055134335
7	1CDS2_2947	1CDS2	1CDS2_98	0.308826992	0.015757148	0.357955563	0.087518083	0.369048035	144473	0.129490126	0.060047203	1	2.366629566	153	early-S	0.156378057	0.624160975	22017475.47	1.016348176
7	1CDS2_2947	1CDS2	1CDS2_101	0.344511249	0.020324736	0.34214017	0.079925929	0.333813909	193328	0.16626052	0.089688348	1	2.200939013	558	late-S/G2	0.091160553	0.788141912	24540763.42	1.273393361
7	1CDS2_2947	1CDS2	1CDS2_102	0.311955986	0.032938463	0.126757668	0.053679663	0.285484666	367588	0.167574583	0.054231607	1	2.101046796	769	late-S/G2	0.074029523	0.83200204	23618144.66	1.091793093
7	1CDS2_2947	1CDS2	1CDS2_103	0.350267192	0.01146394	0.55874001	0.047987309	0.309002254	85731	0.096860211	0.001738023	1	2.185625828	833	late-S/G2	0.066479911	0.857002049	22329533.43	1.065846345
7	1CDS2_2947	1CDS2	1CDS2_104	0.307007281	0.031336052	0.101185739	0.071928183	0.270563347	376292	0.131953416	-0.006447697	1	2.012132966	719	late-S/G2	0.091621524	0.815736175	24214286.62	1.044654687
7	1CDS2_2947	1CDS2	1CDS2_105	0.313700709	0.029354987	0.410350933	0.092016342	0.171564313	339744	0.119901446	0.049135416	1	2.133404464	344	early-S	0.106134512	0.757620735	28155449.97	1.134688798
7	1CDS2_2947	1CDS2	1CDS2_106	0.297982967	0.035138175	0.381297972	0.049024557	0.308166556	400126	0.155228381	0.017670352	1	2.095200894	728	late-S/G2	0.090349787	0.815954326	22142605.06	1.034391233
7	1CDS2_2947	1CDS2	1CDS2_107	0.303617877	0.040002976	0.55346734	0.055813294	0.367855195	465373	0.126883576	0.012547192	1	2.215456434	764	late-S/G2	0.090322317	0.822212431	21955057.73	1.012275115
7	1CDS2_2947	1CDS2	1CDS2_108	0.371897413	0.0056212	0.124326546	0.059576545	0.296928171	26638	0.150100645	-0.022221267	1	2.166863331	735	late-S/G2	0.079228129	0.822896373	25141809.27	1.091587696
7	1CDS2_2947	1CDS2	1CDS2_111	0.340901482	0.010512315	0.21442715	0.01905553	0.188477023	80658	0.130685018	0.060116654	1	1.791390837	858	pre-M	0.447952628	0.513329498	8918111.074	1
7	1CDS2_2947	1CDS2	1CDS2_112	0.211267606	0	2.958333317	0.084507042	0.133858015	71	Inf	NA	0	NA	NA	NA	NA	NA	NA	NA
7	1CDS2_2947	1CDS2	1CDS2_113	0.341141083	0.016453966	0.429347514	0.092089201	0.425483483	134348	0.125412872	0.028638488	1	2.168348797	454	early-S	0.112227189	0.758751863	22425273.1	1.278148791
7	1CDS2_2947	1CDS2	1CDS2_114	0.312935071	0.034326268	0.299941792	0.0578613	0.166875172	405798	0.07350605	0.033254357	1	2.543622352	166	early-S	0.123029657	0.660264822	30741322.02	1.027571632
7	1CDS2_2947	1CDS2	1CDS2_115	0.31055599	0.017861221	0.087874029	0.064110838	0.367984228	175103	0.151398807	0.045631183	1	2.041212453	692	late-S/G2	0.085907638	0.823400726	21581183.42	1.202545407
7	1CDS2_2947	1CDS2	1CDS2_116	0.291637801	0.018005555	0.308925354	0.05290732	0.276264551	176176	0.10773879	0.028155307	1	2.322308692	54	G1	0.18237112	0.498257496	21813546	1.014386876
7	1CDS2_2947	1CDS2	1CDS2_117	0.399624201	0.03421809	0.411256193	0.059993397	0.341346539	342271	0.140807676	0.046809189	1	2.281435733	527	late-S/G2	0.091433036	0.775865406	23922684.67	1.307698061
7	1CDS2_2947	1CDS2	1CDS2_118	0.306791418	0.011069951	0.132681763	0.058183222	0.295244572	77720	0.13835377	0.027682152	1	2.066809408	767	late-S/G2	0.082819591	0.829140324	21453493.09	1.076164176
7	1CDS2_2947	1CDS2	1CDS2_121	0.341227619	0.005944493	0.538329658	0.059163142	0.181550808	17494	0.17780066	0.018903788	0	NA	NA	NA	NA	NA	NA	NA
7	1CDS2_2947	1CDS2	1CDS2_122	0.315952738	0.007335321	0.206333795	0.05598913	0.355268572	28702	0.203130183	-0.002579318	1	2.089541174	746	late-S/G2	0.082916421	0.827030606	22511129.04	1.109786672
7	1CDS2_2947	1CDS2	1CDS2_123	0.35528552	0.005711929	0.3432488	0.050704943	0.317102493	11774	0.176202421	0.066928235	0	NA	NA	NA	NA	NA	NA	NA
7	1CDS2_2947	1CDS2	1CDS2_124	0.316427105	0.032468401	0.133508002	0.018125726	0.292589297	364013	0.142592278	-0.009356356	1	1.954479562	854	pre-M	0.24901922	0.683988286	12383667.19	1.013158464
7	1CDS2_2947	1CDS2	1CDS2_125	0.3233488	0.055621239	0.455788199	0.062041826	0.187835539	594889	0.117673549	0.026492666	1	2.028765243	660	late-S/G2	0.080524465	0.819390645	27044966.89	1.25802649
7	1CDS2_2947	1CDS2	1CDS2_126	0.370907584	0.003925327	0.361528964	0.069141595	0.126445807	7246	-0.058981362	0.035488586	0	NA	NA	NA	NA	NA	NA	NA
7	1CDS2_2947	1CDS2	1CDS2_127	0.419270366	0.00721665	0.508477304	0.066064127	0.417756022	27882	0.019214721	0.029437286	1	2.249344607	578	late-S/G2	0.095028838	0.786047789	23459436.5	1.172973915
7	1CDS2_2947	1CDS2	1CDS2_128	0.351707892	0.006607322	0.733182808	0.077955723	0.344627495	4246	0.232377772	Inf	0	NA	NA	NA	NA	NA	NA	NA
7	1CDS2_2947	1CDS2	1CDS2_131	0.330777383	0.005978766	0.236822602	0.058720858	0.280890902	16042	0.1485012	0.05965022	0	NA	NA	NA	NA	NA	NA	NA
7	1CDS2_2947	1CDS2	1CDS2_132	0.423913587	0.007556263	0.377760134	0.032917083	0.155318821	20020	0.10095935	0.115374331	0	NA	NA	NA	NA	NA	NA	NA
7	1CDS2_2947	1CDS2	1CDS2_133	0.342060549	0.009557611	0.502514631	0.081722748	0.238444539	67729	0.152324881	-0.008470638	1	2.344282152	135	G1	0.142312452	0.635004515	25957584.29	1.0164915
7	1CDS2_2947	1CDS2	1CDS2_134	0.336047251	0.014758266	1.045365562	0.069517686	0.227099447	140137	0.111295636	0.023921619	0	NA	NA	NA	NA	NA	NA	NA
7	1CDS2_2947	1CDS2	1CDS2_135	0.34907829	0.015675693	0.097225956	0.057791409	0.343216167	136612	0.154905893	0.070227005	1	2.137381174	795	late-S/G2	0.071610348	0.850796326	20144946.98	1.18930599
7	1CDS2_2947	1CDS2	1CDS2_136	0.341394462	0.013632097	0.113790718	0.048983042	0.311427086	120654	0.091204237	0.008766189	1	2.156024908	742	late-S/G2	0.079282386	0.835455112	23425898.06	1.202109162
7	1CDS2_2947	1CDS2	1CDS2_137	0.334989589	0.011403894	0.584265632	0.036971366	0.180335282	90800	0.125936094	0.110297195	1	2.018444431	627	late-S/G2	0.109250575	0.784794727	22402323.66	1.005688115
7	1CDS2_2947	1CDS2	1CDS2_138	0.357928964	0.004018634	0.393861708	0.087978005	0.203325358	4001	0.290034606	0.062589122	0	NA	NA	NA	NA	NA	NA	NA
8	1CDS2_2949	1CDS2	1CDS2_141	0.345344424	0.041228826	0.332816543	0.056519673	0.226811691	231529	0.095769826	-0.000890423	1	2.486533115	124	G1	0.141512546	0.567185468	29017125.33	1.041741132
8	1CDS2_2949	1CDS2	1CDS2_142	0.347679491	0.044670259	0.54399515	0.058733497	0.242348843	212994	0.133291172	0.032809907	1	2.010221993	669	late-S/G2	0.087254226	0.807578893	23772754.9	1.116428363
8	1CDS2_2949	1CDS2	1CDS2_143	0.302028883	0.056145445	0.100576643	0.053621156	0.393398481	448514	0.173253459	0.015678535	1	2.047949899	781	late-S/G2	0.077083352	0.842168161	20798697.04	1.14485301
8	1CDS2_2949	1CDS2	1CDS2_144	0.22826122	0.020603898	0.366395714	0.071460775	0.37262578	31052	0.095538949	-0.026544847	1	2.240959626	817	late-S/G2	0.079711545	0.850428176	20567737.79	1.08469722
